business_name,business_city,business_state,business_postal_code,inspection_id,inspection_score,lowest_score,violation_description
Soma Restaurant And Bar,San Francisco,CA,94103,66732_20170201,88.0,55,Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Moderate risk vermin infestation.
Soma Restaurant And Bar,San Francisco,CA,94103,66732_20180119,90.0,67,Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation. Inadequately cleaned or sanitized food contact surfaces.
Soma Restaurant And Bar,San Francisco,CA,94103,66732_20190521,86.0,56,Unclean or degraded floors walls or ceilings. Moderate risk vermin infestation. Noncompliance with shell fish tags or display. Inadequately cleaned or sanitized food contact surfaces.
Soma Sushi,San Francisco,CA,94107,91067_20171206,94.0,61,Unclean or degraded floors walls or ceilings. Foods not protected from contamination.
Soma Sushi,San Francisco,CA,94107,91067_20190326,86.0,65,Improper food storage. Unclean or degraded floors walls or ceilings. Inadequate and inaccessible handwashing facilities. Inadequate food safety knowledge or lack of certified food safety manager. Improper or defective plumbing.
Soma Sushi,San Francisco,CA,94107,91067_20190930,75.0,22,Improper thawing methods. Low risk vermin infestation. Inadequately cleaned or sanitized food contact surfaces. Moderate risk food holding temperature. Improper cooling methods. Inadequate and inaccessible handwashing facilities.
Soma Wine & Spirits 2,San Francisco,CA,94107,78219_20180502,96.0,83,Inadequate ventilation or lighting. Unclean unmaintained or improperly constructed toilet facilities.
Soma Wine & Spirits 2,San Francisco,CA,94107,78219_20190718,92.0,69,Inadequate and inaccessible handwashing facilities. Wiping cloths not clean or properly stored or inadequate sanitizer. Unapproved or unmaintained equipment or utensils.
Song Tea Merchants,San Francisco,CA,94115,75453_20190308,96.0,83,Improper or defective plumbing. Food safety certificate or food handler card not available.
Sons & Daughters,San Francisco,CA,94108,81974_20180502,92.0,63,Foods not protected from contamination. Inadequate and inaccessible handwashing facilities.
Sons & Daughters,San Francisco,CA,94108,81974_20190502,92.0,64,Improper or defective plumbing. Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils.
Soo Fong Restaurant,San Francisco,CA,94124,67448_20170126,80.0,38,Unclean or unsanitary food contact surfaces. Improper thawing methods. Unclean hands or improper use of gloves. Improper food storage.
Soo Fong Restaurant,San Francisco,CA,94124,67448_20180507,92.0,56,Improper food storage. Employee eating or smoking. Wiping cloths not clean or properly stored or inadequate sanitizer.
Soo Fong Restaurant,San Francisco,CA,94124,67448_20190418,75.0,27,Unclean or degraded floors walls or ceilings. Inadequate or unsanitary refuse containers or area or no garbage service. Inadequately cleaned or sanitized food contact surfaces. Inadequate and inaccessible handwashing facilities. Unapproved or unmaintained equipment or utensils. High risk food holding temperature. Foods not protected from contamination.
Sophie's Crepes,San Francisco,CA,94115,69635_20180614,98.0,75,Wiping cloths not clean or properly stored or inadequate sanitizer.
Sophie's Crepes,San Francisco,CA,94115,69635_20190730,98.0,99,Low risk vermin infestation.
Sorrel Restaurant,San Francisco,CA,94115,94604_20180724,93.0,13,Unclean or unsanitary food contact surfaces.
Sorrel Restaurant,San Francisco,CA,94115,94604_20190418,90.0,65,Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces.
Sotto Mare Oysteria & Seafood,San Francisco,CA,94133,80931_20180123,86.0,67,Other low risk violation. Employee eating or smoking. Low risk vermin infestation. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper thawing methods.
Sotto Mare Oysteria & Seafood,San Francisco,CA,94133,80931_20190130,88.0,63,Moderate risk food holding temperature. Inadequate and inaccessible handwashing facilities. Improper or defective plumbing. Low risk vermin infestation.
Sotto Mare Oysteria & Seafood,San Francisco,CA,94133,80931_20190827,90.0,64,Unapproved or unmaintained equipment or utensils. Inadequate and inaccessible handwashing facilities. Insufficient hot water or running water.
Soul Bowl'z,San Francisco,CA,94124,93305_20180525,96.0,90,Inadequate warewashing facilities or equipment. No thermometers or uncalibrated thermometers.
Soul Bowl'z,San Francisco,CA,94124,93305_20190906,98.0,98,Wiping cloths not clean or properly stored or inadequate sanitizer.
South Bar 200,San Francisco,CA,94158,101095_20190906,89.0,15,No hot water or running water. Inadequate and inaccessible handwashing facilities.
South Basin Partners LLC,San Francisco,CA,94124,92387_20170901,98.0,87,Unclean or degraded floors walls or ceilings.
South Basin Partners LLC,San Francisco,CA,94124,92387_20181001,96.0,82,Improper or defective plumbing. Unclean or degraded floors walls or ceilings.
South Basin Partners LLC,San Francisco,CA,94124,92387_20190418,90.0,75,Improper food storage. Unapproved or unmaintained equipment or utensils. Unclean or degraded floors walls or ceilings. Inadequate ventilation or lighting. Unclean nonfood contact surfaces.
Southern Pacific Brewing,San Francisco,CA,94110,67495_20170113,91.0,32,Improper cooling methods. Unapproved or unmaintained equipment or utensils.
Southern Pacific Brewing,San Francisco,CA,94110,67495_20171208,96.0,70,Foods not protected from contamination.
Southern Pacific Brewing,San Francisco,CA,94110,67495_20181212,98.0,98,Improper storage of equipment utensils or linens.
Southern Pacific Brewing,San Francisco,CA,94110,67495_20191002,85.0,24,Inadequately cleaned or sanitized food contact surfaces. Unapproved or unmaintained equipment or utensils. Unclean nonfood contact surfaces. High risk vermin infestation.
Southside Spirit House,San Francisco,CA,94105,79334_20170321,87.0,39,Improper food storage. High risk food holding temperature. Inadequate and inaccessible handwashing facilities.
Southside Spirit House,San Francisco,CA,94105,79334_20180827,88.0,57,Unclean or degraded floors walls or ceilings. Improper or defective plumbing. Inadequately cleaned or sanitized food contact surfaces. Worker safety hazards. Inadequate ventilation or lighting.
Souvla,San Francisco,CA,94102,77731_20170403,89.0,8,Unclean hands or improper use of gloves. Inadequately cleaned or sanitized food contact surfaces.
Souvla,San Francisco,CA,94102,77731_20180103,96.0,52,Inadequately cleaned or sanitized food contact surfaces.
Souvla,San Francisco,CA,94102,77731_20180828,96.0,63,Inadequately cleaned or sanitized food contact surfaces.
Souvla,San Francisco,CA,94110,90008_20171120,91.0,23,Wiping cloths not clean or properly stored or inadequate sanitizer. Improper cooling methods.
Souvla,San Francisco,CA,94110,90008_20180619,87.0,3,Improper storage of equipment utensils or linens. Wiping cloths not clean or properly stored or inadequate sanitizer. Improper cooling methods. Unapproved or unmaintained equipment or utensils.
Souvla,San Francisco,CA,94110,90008_20190529,91.0,24,Unclean or unsanitary food contact surfaces. Unapproved or unmaintained equipment or utensils.
Souvla,San Francisco,CA,94117,87401_20180409,92.0,61,Inadequately cleaned or sanitized food contact surfaces. Inadequate and inaccessible handwashing facilities.
Souvla Catering,San Francisco,CA,94103,92149_20190715,85.0,10,Unclean or degraded floors walls or ceilings. Insufficient hot water or running water. Unclean or unsanitary food contact surfaces. Unapproved or unmaintained equipment or utensils.
Sozai,San Francisco,CA,94122,66736_20180410,90.0,51,Unclean or degraded floors walls or ceilings. Improper thawing methods. Foods not protected from contamination.
Sozai,San Francisco,CA,94122,66736_20190626,94.0,65,Unclean or degraded floors walls or ceilings. Moderate risk food holding temperature.
Sparrow Bar and Kitchen,San Francisco,CA,94117,71723_20190222,78.0,5,Unapproved or unmaintained equipment or utensils. Permit license or inspection report not posted. Unclean or degraded floors walls or ceilings. Food safety certificate or food handler card not available. High risk food holding temperature. High risk vermin infestation.
Speciality's Cafe and Bakery,San Francisco,CA,94107,79433_20171106,92.0,70,Inadequately cleaned or sanitized food contact surfaces. Low risk vermin infestation. Unclean nonfood contact surfaces.
Speciality's Cafe and Bakery,San Francisco,CA,94107,79433_20190429,89.0,5,Moderate risk food holding temperature. Unclean or unsanitary food contact surfaces.
Specialty's Cafe & Bakery,San Francisco,CA,94104,38197_20171127,92.0,64,Inadequate sewage or wastewater disposal. Improper or defective plumbing. Improper storage use or identification of toxic substances.
Specialty's Cafe & Bakery,San Francisco,CA,94104,39049_20171127,83.0,6,High risk food holding temperature. Other low risk violation. Improper or defective plumbing. Insufficient hot water or running water. Inadequate ventilation or lighting.
Specialty's Cafe & Bakery,San Francisco,CA,94104,39049_20190415,92.0,51,Improper storage of equipment utensils or linens. Insufficient hot water or running water. Unapproved or unmaintained equipment or utensils.
Specialty's Cafe & Bakery,San Francisco,CA,94105,39052_20170124,90.0,62,Unapproved or unmaintained equipment or utensils. Inadequately cleaned or sanitized food contact surfaces. Other moderate risk violation.
Specialty's Cafe & Bakery,San Francisco,CA,94105,39052_20190320,92.0,59,Unclean or degraded floors walls or ceilings. Inadequate procedures or records for time as a public health control. Food safety certificate or food handler card not available.
Specialty's Cafe & Bakery,San Francisco,CA,94105,39053_20180501,90.0,52,Inadequate and inaccessible handwashing facilities. Permit license or inspection report not posted. Inadequately cleaned or sanitized food contact surfaces.
Specialty's Cafe & Bakery,San Francisco,CA,94105,39053_20180504,90.0,68,Inadequate and inaccessible handwashing facilities. Inadequately cleaned or sanitized food contact surfaces. Permit license or inspection report not posted.
Specialty's Cafe & Bakery,San Francisco,CA,94105,39053_20190501,96.0,53,Foods not protected from contamination.
Specialty's Cafe & Bakery,San Francisco,CA,94105,67049_20170106,90.0,53,Wiping cloths not clean or properly stored or inadequate sanitizer. Unapproved or unmaintained equipment or utensils. Inadequate sewage or wastewater disposal. Low risk vermin infestation.
Specialty's Cafe & Bakery,San Francisco,CA,94105,67049_20180129,98.0,71,Unclean nonfood contact surfaces.
Specialty's Cafe & Bakery,San Francisco,CA,94105,67049_20190107,98.0,98,Unclean or degraded floors walls or ceilings.
Specialty's Cafe & Bakery,San Francisco,CA,94105,67049_20190625,98.0,79,Unapproved or unmaintained equipment or utensils.
Specialty's Cafe & Bakery,San Francisco,CA,94111,39047_20161227,86.0,56,Permit license or inspection report not posted. Inadequate and inaccessible handwashing facilities. Foods not protected from contamination. Inadequate procedures or records for time as a public health control.
Specialty's Cafe & Bakery,San Francisco,CA,94111,39047_20171227,92.0,61,Inadequately cleaned or sanitized food contact surfaces. Improper storage use or identification of toxic substances. Unapproved or unmaintained equipment or utensils.
Specialty's Cafe & Bakery,San Francisco,CA,94111,39047_20190515,94.0,61,Worker safety hazards. Insufficient hot water or running water.
Specialty's Cafe & Bakery,San Francisco,CA,94111,84708_20190503,98.0,79,Wiping cloths not clean or properly stored or inadequate sanitizer.
